wilaya_name,commune_name
Mascara;Sig
Mascara;Chorfa
Mascara;Bou Henni
Mascara;El Mamounia
Mascara;El Gueitena
Mascara;Ain Fares
Mascara;Gharrous
Mascara;Benian
Mascara;Aouf
Mascara;Guerdjoum
Mascara;Ain Frass
Mascara;Ain Fekan
Mascara;Khalouia
Mascara;El Menaouer
Mascara;El Bordj
Mascara;Sidi Boussaid
Mascara;Matemore
Mascara;Sidi Kada
Mascara;Makhda
Mascara;Mascara
Mascara;Bouhanifia
Mascara;Ghriss
Mascara;Hacine
Mascara;El Keurt
Mascara;Froha
Mascara;Tizi
Mascara;Sehailia
Mascara;Maoussa
Mascara;Sidi Abdeldjebar
Mascara;El Hachem
Mascara;Nesmot
Mascara;Zelamta
Mascara;Ain Ferah
Mascara;Oued Taria
Ouargla;Ouargla
Ouargla;Hassi Messaoud
Ouargla;Ain Beida
Ouargla;Hassi Ben Abdellah
Ouargla;Sidi Khouiled
Ouargla;El Borma
Ouargla;Rouissat
Ouargla;N'goussa
Oran;Sidi Chami
Oran;Hassi Mefsoukh
Oran;Bir El Djir
Oran;Hassi Ben Okba
Oran;Gdyel
Oran;Hassi Bounif
Oran;El Kerma
Oran;Es Senia
Oran;Ben Freha
Oran;Arzew
Oran;Sidi Ben Yebka
Oran;Ain Biya
Oran;Bethioua
Oran;Marsat El Hadjadj
Oran;Ain Turk
Oran;Oran
Oran;El Ancor
Oran;Mers El Kebir
Oran;Boufatis
Oran;El Braya
Oran;Oued Tlelat
Oran;Ain Kerma
Oran;Boutlelis
Oran;Messerghin
Oran;Bousfer
Oran;Tafraoui
El Bayadh;Ain El Orak
El Bayadh;Krakda
El Bayadh;Sidi Slimane
El Bayadh;Sidi Ameur
El Bayadh;Boualem
El Bayadh;El Bnoud
El Bayadh;Bougtoub
El Bayadh;El Kheiter
El Bayadh;Tousmouline
El Bayadh;Sidi Tiffour
El Bayadh;Stitten
El Bayadh;El Bayadh
El Bayadh;Rogassa
El Bayadh;El Mehara
El Bayadh;Kef El Ahmar
El Bayadh;Brezina
El Bayadh;Ghassoul
El Bayadh;Labiodh Sidi Cheikh
El Bayadh;Boussemghoun
El Bayadh;Cheguig
El Bayadh;Chellala
El Bayadh;Arbaouat
Illizi;Bordj Omar Driss
Illizi;Debdeb
Illizi;In Amenas
Illizi;Illizi
Bordj Bou Arreridj;Elhammadia
Bordj Bou Arreridj;Ouled Sidi-Brahim
Bordj Bou Arreridj;Ain Taghrout
Bordj Bou Arreridj;Tixter
Bordj Bou Arreridj;Belimour
Bordj Bou Arreridj;El Annasseur
Bordj Bou Arreridj;Ghailasa
Bordj Bou Arreridj;Taglait
Bordj Bou Arreridj;Bordj Ghedir
Bordj Bou Arreridj;El Euch
Bordj Bou Arreridj;Sidi-Embarek
Bordj Bou Arreridj;Khelil
Bordj Bou Arreridj;Bir Kasdali
Bordj Bou Arreridj;Tefreg
Bordj Bou Arreridj;El Main
Bordj Bou Arreridj;Djaafra
Bordj Bou Arreridj;Colla
Bordj Bou Arreridj;Teniet En Nasr
Bordj Bou Arreridj;El M'hir
Bordj Bou Arreridj;Ksour
Bordj Bou Arreridj;Mansoura
Bordj Bou Arreridj;Haraza
Bordj Bou Arreridj;Rabta
Bordj Bou Arreridj;El Achir
Bordj Bou Arreridj;Hasnaoua
Bordj Bou Arreridj;Medjana
Bordj Bou Arreridj;Ain Tesra
Bordj Bou Arreridj;Ouled Brahem
Bordj Bou Arreridj;Ras El Oued
Bordj Bou Arreridj;Bordj Zemmoura
Bordj Bou Arreridj;Ouled Dahmane
Bordj Bou Arreridj;Tassamert
Bordj Bou Arreridj;B. B. Arreridj
Bordj Bou Arreridj;Ben Daoud
Boumerdès;El Kharrouba
Boumerdès;Dellys
Boumerdès;Ben Choud
Boumerdès;Afir
Boumerdès;Thenia
Boumerdès;Beni Amrane
Boumerdès;Khemis El Khechna
Boumerdès;Ammal
Boumerdès;Timezrit
Boumerdès;Zemmouri
Boumerdès;Larbatache
Boumerdès;Isser
Boumerdès;Chabet El Ameur
Boumerdès;Ouled Aissa
Boumerdès;Naciria
Boumerdès;Bouzegza Keddara
Boumerdès;Souk El Had
Boumerdès;Sidi Daoud
Boumerdès;Baghlia
Boumerdès;Leghata
Boumerdès;Djinet
Boumerdès;Tidjelabine
Boumerdès;Si Mustapha
Boumerdès;Ouled Hedadj
Boumerdès;Ouled Moussa
Boumerdès;Boumerdes
Boumerdès;Corso
Boumerdès;Bordj Menaiel
Boumerdès;Boudouaou
Boumerdès;Boudouaou El Bahri
Boumerdès;Taourga
Boumerdès;Hammedi
El Tarf;Ain El Assel
El Tarf;Bougous
El Tarf;El Tarf
El Tarf;Zitouna
El Tarf;Besbes
El Tarf;Ain Kerma
El Tarf;Bouhadjar
El Tarf;Hammam Beni Salah
El Tarf;Oued Zitoun
El Tarf;Ben M Hidi
El Tarf;Berrihane
El Tarf;Chebaita Mokhtar
El Tarf;Echatt
El Tarf;El Aioun
El Tarf;El Kala
El Tarf;Souarekh
El Tarf;Zerizer
El Tarf;Bouteldja
El Tarf;Chefia
El Tarf;Lac Des Oiseaux
El Tarf;Chihani
El Tarf;Raml Souk
El Tarf;Asfour
El Tarf;Drean
Tindouf;Tindouf
Tindouf;Oum El Assel
Tissemsilt;Khemisti
Tissemsilt;Theniet El Had
Tissemsilt;Ouled Bessam
Tissemsilt;Sidi Boutouchent
Tissemsilt;Tissemsilt
Tissemsilt;Sidi Lantri
Tissemsilt;Beni Chaib
Tissemsilt;Beni Lahcene
Tissemsilt;Sidi Abed
Tissemsilt;Sidi Slimane
Tissemsilt;Boucaid
Tissemsilt;Larbaa
Tissemsilt;Lazharia
Tissemsilt;Lardjem
Tissemsilt;Melaab
Tissemsilt;Layoune
Tissemsilt;Tamellahet
Tissemsilt;Youssoufia
Tissemsilt;Bordj El Emir Abdelkader
Tissemsilt;Ammari
Tissemsilt;Maacem
Tissemsilt;Bordj Bounaama
El Oued;Douar El Maa
El Oued;El Ogla
El Oued;Magrane
El Oued;Sidi Aoun
El Oued;Mih Ouansa
El Oued;Kouinine
El Oued;Bayadha
El Oued;Nakhla
El Oued;Robbah
El Oued;Guemar
El Oued;Ben Guecha
El Oued;Ourmes
El Oued;Taghzout
El Oued;Hamraia
El Oued;Reguiba
El Oued;Debila
El Oued;Hassani Abdelkrim
El Oued;Hassi Khalifa
El Oued;Trifaoui
El Oued;Taleb Larbi
El Oued;Oued El Alenda
El Oued;El-Oued
Khenchela;Khirane
Khenchela;Babar
Khenchela;El Mahmal
Khenchela;Ouled Rechache
Khenchela;Djellal
Khenchela;Yabous
Khenchela;Khenchela
Khenchela;Kais
Khenchela;Chelia
Khenchela;Remila
Khenchela;Taouzianat
Khenchela;Baghai
Khenchela;El Hamma
Khenchela;Ensigha
Khenchela;Tamza
Khenchela;Ain Touila
Khenchela;M'toussa
Khenchela;Bouhmama
Khenchela;El Oueldja
Khenchela;M'sara
Khenchela;Chechar
Souk Ahras;Souk Ahras
Souk Ahras;Ain Soltane
Souk Ahras;Sedrata
Souk Ahras;Hanencha
Souk Ahras;Machroha
Souk Ahras;Ain Zana
Souk Ahras;Ouled Driss
Souk Ahras;Terraguelt
Souk Ahras;Oum El Adhaim
Souk Ahras;Oued Kebrit
Souk Ahras;Tiffech
Souk Ahras;Ragouba
Souk Ahras;Drea
Souk Ahras;Taoura
Souk Ahras;Zaarouria
Souk Ahras;Haddada
Souk Ahras;Khedara
Souk Ahras;Ouled Moumen
Souk Ahras;Merahna
Souk Ahras;Ouillen
Souk Ahras;Sidi Fredj
Souk Ahras;Bir Bouhouche
Souk Ahras;Safel El Ouiden
Souk Ahras;Khemissa
Souk Ahras;M'daourouche
Souk Ahras;Zouabi
Tipaza;Hadjout
Tipaza;Merad
Tipaza;Menaceur
Tipaza;Aghbal
Tipaza;Nador
Tipaza;Sidi-Amar
Tipaza;Gouraya
Tipaza;Messelmoun
Tipaza;Cherchell
Tipaza;Hadjret Ennous
Tipaza;Sidi Ghiles
Tipaza;Damous
Tipaza;Larhat
Tipaza;Fouka
Tipaza;Ain Tagourait
Tipaza;Bou Haroun
Tipaza;Bou Ismail
Tipaza;Khemisti
Tipaza;Ahmer El Ain
Tipaza;Bourkika
Tipaza;Douaouda
Tipaza;Sidi Rached
Tipaza;Attatba
Tipaza;Chaiba
Tipaza;Kolea
Tipaza;Sidi Semiane
Tipaza;Tipaza
Tipaza;Beni Mileuk
Mila;El Mechira
Mila;El Ayadi Barbes
Mila;Ain Beida Harriche
Mila;Tassala Lematai
Mila;Terrai Bainen
Mila;Amira Arres
Mila;Tassadane Haddada
Mila;Minar Zarza
Mila;Sidi Merouane
Mila;Chigara
Mila;Hamala
Mila;Grarem Gouga
Mila;Tiberguent
Mila;Rouached
Mila;Derrahi Bousselah
Mila;Zeghaia
Mila;Oued Endja
Mila;Ahmed Rachedi
Mila;Tadjenanet
Mila;Ain Mellouk
Mila;Ouled Khalouf
Mila;Benyahia Abderrahmane
Mila;Teleghma
Mila;Oued Seguen
Mila;Oued Athmenia
Mila;Ain Tine
Mila;Chelghoum Laid
Mila;Yahia Beniguecha
Mila;Ferdjioua
Mila;Sidi Khelifa
Mila;Mila
Mila;Bouhatem
Aïn Defla;Khemis-Miliana
Aïn Defla;Sidi-Lakhdar
Aïn Defla;Ain-Benian
Aïn Defla;Ain-Torki
Aïn Defla;Hammam-Righa
Aïn Defla;Bourached
Aïn Defla;Hoceinia
Aïn Defla;Djelida
Aïn Defla;Arib
Aïn Defla;Djemaa Ouled Cheikh
Aïn Defla;El-Amra
Aïn Defla;El-Attaf
Aïn Defla;Tiberkanine
Aïn Defla;Ain-Bouyahia
Aïn Defla;El-Abadia
Aïn Defla;Tacheta Zegagha
Aïn Defla;Birbouche
Aïn Defla;Djendel
Aïn Defla;Ben Allal
Aïn Defla;Oued Chorfa
Aïn Defla;Boumedfaa
Aïn Defla;Ain-Lechiakh
Aïn Defla;Ain-Soltane
Aïn Defla;Oued Djemaa
Aïn Defla;El-Maine
Aïn Defla;Rouina
Aïn Defla;Zeddine
Aïn Defla;Bir-Ould-Khelifa
Aïn Defla;Bordj-Emir-Khaled
Aïn Defla;Tarik-Ibn-Ziad
Aïn Defla;Bathia
Aïn Defla;Belaas
Aïn Defla;Hassania
Aïn Defla;Ain-Defla
Aïn Defla;Miliana
Aïn Defla;Mekhatria
Naâma;Tiout
Naâma;Moghrar
Naâma;Asla
Naâma;Kasdir
Naâma;Makmen Ben Amar
Naâma;Ain Sefra
Naâma;Mecheria
Naâma;El Biodh
Naâma;Ain Ben Khelil
Naâma;Naama
Naâma;Djenienne Bourezg
Naâma;Sfissifa
Aïn Témouchent;Sidi Boumediene
Aïn Témouchent;Tamzoura
Aïn Témouchent;Chaabat El Ham
Aïn Témouchent;El Maleh
Aïn Témouchent;Ouled Kihal
Aïn Témouchent;Chentouf
Aïn Témouchent;Terga
Aïn Témouchent;Oued Sebbah
Aïn Témouchent;El Amria
Aïn Témouchent;Hassi El Ghella
Aïn Témouchent;Ouled Boudjemaa
Aïn Témouchent;Aghlal
Aïn Témouchent;Ain Kihal
Aïn Témouchent;Ain Tolba
Aïn Témouchent;Aoubellil
Aïn Témouchent;Beni Saf
Aïn Témouchent;Hassasna
Aïn Témouchent;Emir Abdelkader
Aïn Témouchent;Sidi Safi
Aïn Témouchent;Oulhaca El Gheraba
Aïn Témouchent;Sidi Ouriache
Aïn Témouchent;Ain El Arbaa
Aïn Témouchent;El Messaid
Aïn Témouchent;Oued Berkeche
Aïn Témouchent;Sidi Ben Adda
Aïn Témouchent;Ain Temouchent
Aïn Témouchent;Bouzedjar
Aïn Témouchent;Hammam Bou Hadjar
Ghardaïa;Dhayet Bendhahoua
Ghardaïa;Mansoura
Ghardaïa;El Atteuf
Ghardaïa;Bounoura
Ghardaïa;Zelfana
Ghardaïa;El Guerrara
Ghardaïa;Sebseb
Ghardaïa;Metlili
Ghardaïa;Berriane
Ghardaïa;Ghardaia
Relizane;El-Guettar
Relizane;Ouled Aiche
Relizane;Beni Dergoun
Relizane;Dar Ben Abdelah
Relizane;Zemmoura
Relizane;Djidiouia
Relizane;Hamri
Relizane;Belaassel Bouzagza
Relizane;El-Matmar
Relizane;Sidi Khettab
Relizane;Sidi M'hamed Benaouda
Relizane;Ain-Tarek
Relizane;Had Echkalla
Relizane;El Ouldja
Relizane;Mazouna
Relizane;Ain Rahma
Relizane;Kalaa
Relizane;Sidi Saada
Relizane;Yellel
Relizane;Souk El Had
Relizane;Mendes
Relizane;Oued Essalem
Relizane;Sidi Lazreg
Relizane;Ammi Moussa
Relizane;Ouarizane
Relizane;Merdja Sidi Abed
Relizane;Ouled Sidi Mihoub
Relizane;Bendaoud
Relizane;Oued-Rhiou
Relizane;El Hassi
Relizane;Sidi M'hamed Benali
Relizane;Mediouna
Relizane;Beni Zentis
Relizane;Oued El Djemaa
Relizane;Lahlef
Relizane;Relizane
Relizane;El H'madna
Relizane;Ramka
Timimoun;Tinerkouk
Timimoun;Timimoun
Timimoun;Ouled Said
Timimoun;Metarfa
Timimoun;Talmine
Timimoun;Ouled Aissa
Timimoun;Charouine
Timimoun;Aougrout
Timimoun;Deldoul
Timimoun;Ksar Kaddour
Bordj Badji Mokhtar;Timiaouine
Bordj Badji Mokhtar;Bordj Badji Mokhtar
Ouled Djellal;Ras El Miad
Ouled Djellal;Besbes
Ouled Djellal;Sidi Khaled
Ouled Djellal;Doucen
Ouled Djellal;Chaiba
Ouled Djellal;Ouled Djellal
Béni Abbès;Beni-Abbes
Béni Abbès;Tamtert
Béni Abbès;Igli
Béni Abbès;El Ouata
Béni Abbès;Ouled-Khodeir
Béni Abbès;Kerzaz
Béni Abbès;Timoudi
Béni Abbès;Ksabi
Béni Abbès;Beni-Ikhlef
In Salah;Inghar
In Salah;Ain Salah
In Salah;Foggaret Ezzoua
In Guezzam;Tin Zouatine
In Guezzam;Ain Guezzam
Touggourt;Temacine
Touggourt;Sidi Slimane
Touggourt;Megarine
Touggourt;Nezla
Touggourt;Blidet Amor
Touggourt;Tebesbest
Touggourt;Touggourt
Touggourt;Taibet
Touggourt;El Alia
Touggourt;El-Hadjira
Touggourt;Benaceur
Touggourt;M'naguer
Touggourt;Zaouia El Abidia
Djanet;Djanet
Djanet;Bordj El Haouass
El Meghaier;Oum Touyour
El Meghaier;Sidi Amrane
El Meghaier;M'rara
El Meghaier;Djamaa
El Meghaier;Tenedla
El Meghaier;El-M'ghaier
El Meghaier;Still
El Meghaier;Sidi Khelil
El Menia;El Meniaa
El Menia;Hassi Gara
El Menia;Hassi Fehal
